করোনা রোগীদের প্লাজমা দান করবে ১৭ পুলিশ সদস্য,"ঢাকার রাজারবাগ পুলিশ হাসপাতালে চিকিৎসাধীন করোনা রোগীদের প্লাজমা দানের জন্য সিরাজগঞ্জ জেলা পুলিশের ১৭ করোনা জয়ী সদস্য ঢাকার উদ্দেশে ছুটে গেলেন। রোববার সকালে তারা সিরাজগঞ্জ পুলিশ লাইন্স থেকে বাসযোগে রওনা হন।



এ সময় সংক্ষিপ্ত বক্তব্যে অতিরিক্ত পুলিশ সুপার (সদর সার্কেল) শরাফত ইসলাম বলেন, প্লাজমা দানের জন্য ১ম ব্যাচে সিরাজগঞ্জের ১৭ জন করোনা জয়ী পুলিশ সদস্যকে পাঠানো হচ্ছে। পর্যায়ক্রমে আরও শতাধিক পুলিশ সদস্য তাদের প্লাজমা দান করবেন। দেশের বিভিন্ন দুর্যোগ, মহামারীসহ সব সময় মানুষের পাশে থাকবেন পুলিশ বাহিনীর সদস্যরা। তিনি আরও বলেন, জেলা পুলিশের ১৩০ জন সদস্য মরণব্যাধি করোনায় আক্রান্ত হয়েছিলেন। এদের মধ্যে ১২০ জন সদস্য ইতোমধ্যে করোনার সাথে যুদ্ধ করে জয়ী হয়েছেন। আক্রান্তদের মধ্যে একজন কোর্ট ইন্সপেক্টর মৃত্যুবরণ করেছেন।
",20/9/2020,country-news
ইউএনও ওয়াহিদার ওপর একাই হামলা চালিয়েছিল রবিউল,"সরকারি বাসভবনে ঢুকে দিনাজপুরের ঘোড়াঘাট উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) ওয়াহিদা খানম ও তার বাবা মুক্তিযোদ্ধা ওমর আলী শেখের ওপর একাই হামলা চালিয়েছিল তারই অফিসের বরখাস্তকৃত কর্মচারী (মালি) রবিউল ইসলাম। রোববার আদালতে রবিউলের ১৬৪ ধারায় দেয়া স্বীকারোক্তিমূলক জবানবন্দি শেষে মামলার তদন্তকারী কর্মকর্তা দিনাজপুর ডিবি পুলিশের ওসি ইমাম জাফর এ তথ্য জানিয়েছেন।



দ্বিতীয় দফা তিন দিনের রিমান্ড শেষে রবিউল ইসলামকে রোববার সকাল ১০টায় দিনাজপুরের সিনিয়র জুডিশিয়াল ম্যাজিস্ট্রেট ইসমাইল হোসেনের আদালতে নেয়া হয়। আদালতে ১৬৪ ধারায় স্বীকারোক্তিমূলক জবানবন্দি শেষে বেলা সাড়ে ৩টায় আদালত থেকে বের করা হয় রবিউলকে। এরপর দিনাজপুর ডিবি পুলিশ তাকে জেলা কারাগারে দিয়ে আসে।বেলা সাড়ে ৩টায় আদালত থেকে রবিউলকে বের করে মামলার তদন্তকারী কর্মকর্তা দিনাজপুর ডিবি পুলিশের ওসি ইমাম জাফর সাংবাদিকদের জানান, ইউএনও ওয়াহিদা খানমের ওপর হামলার ঘটনায় রবিউল ইসলাম রিমান্ডে আমাদের কাছে দায় স্বীকার করে। দায় স্বীকারের একপর্যায়ে আমরা আদালতে আবেদন দিয়েছিলাম তার স্বীকারোক্তিমূলক দায় লেখার জন্য। আদালত তার স্বেচ্ছায় দেয়া স্বীকারোক্তিমূলক জবানবন্দি লিপিবদ্ধ করেন এবং রবিউল এ ঘটনায় তার দায় স্বীকার করেছেন।এ হামলার ঘটনায় তিনি একাই ছিলেন বলে জানিয়ে মামলার তদন্তকারী কর্মকর্তা সাংবাদিকদের আর কোনো প্রশ্নের উত্তর দিতে রাজি হননি।ইউএনও ওয়াহিদা খানম ও তার বাবা মুক্তিযোদ্ধা ওমর আলী শেখের ওপর হামলা মামলায় পাঁচজনকে গ্রেফতার করা হয়। তারা হলেন ঘোড়াঘাট পৌর যুবলীগের বহিষ্কৃত নেতা আসাদুল ইসলাম, রংমিস্ত্রি নবীরুল ইসলাম, সান্টু কুমার দাস, ইউএনওর বাসভবনের নৈশ্যপ্রহরী নাদিম হোসেন পলাশ এবং ইউএনও অফিসের সাময়িক বরখাস্তকৃত চতুর্থ শ্রেণির কর্মচারী (মালি) রবিউল ইসলাম।আসামির মধ্যে সর্বশেষ গ্রেফতারকৃত রবিউল ইসলামকে গত ১২ সেপ্টেম্বর আদালতে হাজির করে ছয় দিনের রিমান্ডে নেয়া হয়। ছয় দিনের দিনের রিমান্ড শেষে গত ১৭ সেপ্টেম্বর বৃহস্পতিবার আদালতে তাকে হাজির করা হয়। সেদিন দীর্ঘ সাত ঘণ্টা আদালতে রেখেও রবিউল স্বীকারোক্তিমূলক জবানবন্দি না দেয়ায় দ্বিতীয় দফায় তাকে আবার তিন দিনের রিমান্ডে নেয়া হয়। দ্বিতীয় দফার রিমান্ড শেষে রোববার আদালতে হাজির করা হলে ইউএনওর ওপর হামলার ঘটনায় দায় স্বীকার করে স্বীকারোক্তিমূলক জবানবন্দি দেন রবিউল ইসলাম।এর আগে এ ঘটনায় গত কয়েক দিনে আদালতে ৫ জন সাক্ষীর জবানবন্দি ১৬৪ ধারায় রেকর্ড করা হয়েছে।গত ৪ সেপ্টেম্বর রংপুরে এক সংবাদ সম্মেলনে র‌্যাব দাবি করে, এ ঘটনার সঙ্গে নিজের সম্পৃক্ততার কথা প্রাথমিকভাবে স্বীকার করেছে আসাদুল ইসলাম।পাশাপাশি গত ১২ সেপ্টেম্বর দিনাজপুর পুলিশ সুপার কার্যালয়ে এক সংক্ষিপ্ত প্রেস ব্রিফিংয়ে পুলিশের রংপুর রেঞ্জের ডিআইজি দেবদাস ভট্টাচার্য্য জানান, গ্রেফতারকৃত রবিউল ইসলাম ইউএনওর ওপর হামলা ঘটনার সঙ্গে নিজের সম্পৃক্ততার কথা প্রাথমিকভাবে স্বীকার করেছে।র‌্যাবের কাছে প্রাথমিকভাবে স্বীকারোক্তি দেয়া আসাদুল ইসলামকে ৭ দিনের রিমান্ড শেষে গত ১২ সেপ্টেম্বর আদালতে সোপর্দ করা হয়। তদন্তকারী কর্মকর্তার নতুন কোনো আবেদন না থাকায় আদালত তাকে জেলহাজতে প্রেরণ করে। পাশাপাশি পুলিশের কাছে প্রাথমিকভাবে স্বীকারোক্তি দেয়া রবিউল ইসলামকে প্রথম দফায় ছয় দিন এবং দ্বিতীয় দফায় আরও তিন দিনের রিমান্ডে নেয়া হয়।উল্লেখ্য, গত ২ সেপ্টেম্বর বুধবার রাতে সরকারি বাসভবনে ঢুকে ঘোড়াঘাট উপজেলা নির্বাহী কর্মকর্তা ওয়াহিদা খানম ও তার পিতা মুক্তিযোদ্ধা ওমর আলী শেখকে নির্মমভাবে হাতুড়ি দিয়ে পিটিয়ে জখম করে দুর্বৃত্তরা। এ ঘটনায় ইউএনও ওয়াহিদা খানমের বড়ভাই শেখ ফরিদ উদ্দীন বাদী হয়ে গত ৩ সেপ্টেম্বর বৃহস্পতিবার রাতে ঘোড়াঘাট থানায় একটি মামলা দায়ের করেন।মামলাটি ঘোড়াঘাট থানা থেকে স্থানান্তর করে দিনাজপুর ডিবি পুলিশের কাছে হস্তান্তর করা হয়। এদের মধ্যে প্রধান আসামি আসাদুল ইসলাম, নবীরুল ইসলাম ও সান্টু কুমার দাসকে সাত দিনের রিমান্ড শেষে আদালতে সোপর্দ করা হয়েছে। নতুন কোনো আবেদন না থাকায় আদালত তাদের জেলহাজতে প্রেরণ করে। মামলার আরেক আসামি নাদিম হোসেন পলাশকে রিমান্ডে না নিয়েই আদালতে সোপর্দ করা হয়। সর্বশেষ আসামি রবিউল ইসলামকে প্রথম দফায় ছয় দিন ও দ্বিতীয় দফায় তিন দিন রিমান্ড শেষে রোববার দিনাজপুর জেলহাজতে প্রেরণ করা হয়।",20/9/2020,country-news
"ঢল ও অমাবস্যার প্রভাব, মনপুরায় পানিবন্দি হাজারও মানুষ","ভোলার বিচ্ছিন্ন মনপুরায় উজান থেকে নেমে আসা ঢল ও অমাবস্যার প্রভাবে মেঘনার পানি বিপৎসীমার ১৯ সেন্টিমিটার ওপর দিয়ে প্রবাহিত হওয়ায় উপকূলের চারটি গ্রামের নিম্নাঞ্চলসহ আমন ফসলের ক্ষেত প্লাবিত হয়েছে। এতে পানিবন্দি হয়ে দুর্ভোগে পড়েছেন হাজারও মানুষ।
জোয়ারের পানিতে মনপুরা উপকূলের বিচ্ছিন্ন বেড়িবাঁধহীন কলাতলীর চর ও চরনিজামের ফসলের ক্ষেতসহ নিম্নাঞ্চল প্লাবিত হওয়ার খবর পাওয়া গেছে। ওই সমস্ত এলাকার মানুষ জোয়ারের পানিতে দিনে-রাতে দু’বেলা পানিবন্দি অবস্থায় থাকতে হচ্ছে।



রোববার দুপুর ১২টায় মেঘনার পানি বিপৎসীমার ১৯ সেন্টিমিটার ওপর দিয়ে প্রবাহিত হচ্ছে বলে জানিয়েছে পানি উন্নয়ন বোর্ডে (পাউবো)। এর আগে শনিবার বিকালে মেঘনার পানি বিপৎসীমার ৫৪ সেন্টিমিটার ওপর দিয়ে প্রবাহিত হয়।সরেজমিন ঘুরে দেখা গেছে, অমাবস্যার প্রভাবে জোয়ারের পানিতে উপজেলার হাজিরহাট ইউনিয়নের দাসেরহাট, সোনারচর, চরযতিন, চরজ্ঞান গ্রামের নিম্নাঞ্চল ২-৩ ফুট জোয়ারের পানিতে প্লাবিত হয়েছে। ওই সমস্ত এলাকার আমন ফসলের ক্ষেত প্লাবিত হয়। চারগ্রামের নিম্নাঞ্চল প্লাবিত হওয়ায় হাজারও মানুষ পানিবন্দি হয়ে দুর্ভোগে পড়েছেন।এ ব্যাপারে পানি উন্নয়ন বোর্ড (পাউবো) ডিভিশন-২ এর নির্বাহী প্রকৌশলী হাসান মাহমুদ যুগান্তরকে জানান, উজানের নেমে আসা ঢল ও অমাবস্যার প্রভাবে মেঘনার পানি বিপৎসীমার ১৯ সেন্টিমিটার ওপর দিয়ে প্রবাহিত হওয়ায় নিম্নাঞ্চল প্লাবিত হয়েছে। এর আগে শনিবার বিকালে মেঘনার পানি বিপৎসীমার ৫৪ সেন্টিমিটার ওপর দিয়ে প্রবাহিত হয়েছিল।
",20/9/2020,country-news
গোলাপগঞ্জে ইউপি চেয়ারম্যানকে স্থায়ী অপসারণ,"সাময়িক বরখাস্ত হওয়া সিলেটের গোলাপগঞ্জের লক্ষণাবন্দ ইউনিয়ন পরিষদের চেয়ারম্যান নছিরুল হক শাহিনকে স্থায়ীভাবে অপসারণ করা হয়েছে। সেই সাথে চেয়ারম্যান পদ শূন্য ঘোষণা করা হয়েছে।
রোববার এ সংক্রান্ত একটি গেজেটে বিষয়টি নিশ্চিত করেন উপজেলা নির্বাহী কর্মকর্তা মামুনুর রহমান। বর্তমানে নছিরুল হক শাহিন স্থায়ীভাবে বিদেশে অবস্থান করছেন।



নিয়মবহির্ভূতভাবে প্রবাসে থাকায় তাকে আগে চেয়ারম্যান পদ থেকে সাময়িক বরখাস্ত করা হয়। বরখাস্ত হওয়া চেয়ারম্যান নছিরুল হক শাহিন উপজেলা বিএনপির সাবেক সভাপতি ছিলেন।
এর আগে চলতি বছরের ৮ জুলাই উপজেলার ভাদেশ্বর ইউনিয়ন পরিষদের চেয়ারম্যান জিলাল উদ্দিনকে স্থায়ীভাবে বরখাস্ত করা হয়।কর্তৃপক্ষের যথাযথ অনুমতি না নিয়ে বিদেশে অবস্থান করায় তাকে বরখাস্ত করা হয়েছিল। এ নিয়ে দুটি ইউনিয়নের চেয়ারম্যানকে বরখাস্ত করা হয়।
",20/9/2020,country-news
বাবার সামনেই ভাইয়ের ইটের আঘাতে যুবক খুন,"কুমিল্লার বুড়িচং উপজেলা সদরের পশ্চিমপাড়া গ্রামে পুত্র হত্যার অভিযোগে শনিবার দুপুরে গোপন সংবাদের ভিত্তিতে পুলিশ অভিযান চালিয়ে ব্রাহ্মণপাড়ার কল্পবাস গ্রাম থেকে পিতা আনোয়ার হোসেনকে (৬২) গ্রেফতার করেছে।



গত ২৭ আগস্ট পারিবারিক তুচ্ছ ঘটনার জের ধরে পিতা আনোয়ার ও ছোট ভাই সবুজের হাতে নির্মমভাবে প্রাণ হারান প্রবাস ফেরত যুবক আবুল হাসান। স্থানীয় ও পুলিশ সূত্রে জানা যায়, জেলার বুড়িচং উপজেলা সদর ইউনিয়নের বুড়িচং পশ্চিমপাড়া এলাকায় পুলিশের অবসরপ্রাপ্ত সদস্য আনোয়ার হোসেন পরিবার নিয়ে বসবাস করছেন। তার প্রবাস ফেরত ছেলে আবুল হাসান গত ২৭ আগস্ট সকালে বাড়ির ছাদ বাগানের পরিচর্যা করার সময় তার ভাই সবুজ হাসানের সাথে তর্কে জড়িয়ে পড়েন। খবর পেয়ে বাবা আনোয়ার ঘটনাস্থলে ছুটে এসে তিনিও ছেলে সবুজের পক্ষ নেন। একপর্যায়ে সবুজ পিতার উপস্থিতিতে ইট দিয়ে হাসানের মাথায় আঘাত করলে তিনি লুটিয়ে পড়েন। পরিবারের অন্য সদস্যরা তখন গুরুতর অবস্থায় হাসানকে প্রথমে বুড়িচং উপজেলা স্বাস্থ্য কমপ্লেক্স ও পরে অবস্থার অবনতি ঘটলে কুমিল্লা মেডিকেল কলেজ হাসপাতালে নিয়ে গেলে কর্তব্যরত চিকিৎসক তাকে মৃত ঘোষণা করেন। এ ঘটনায় নিহতের স্ত্রী তানিয়া আক্তার বাদী হয়ে শ্বশুর আনোয়ার হোসেন, দেবর সবুজসহ অজ্ঞাতের বিরুদ্ধে বুড়িচং থানায় হত্যা মামলা দায়ের করেন ২৭ আগস্ট। গতকাল শনিবার দুপুরে গোপন সংবাদের ভিত্তিতে বুড়িচং থানার এসআই বিনোদ দস্তগীরের নেতৃত্বে অভিযান চালিয়ে ব্রাহ্মণপাড়া উপজেলার সদর ইউনিয়নের কল্পবাস গ্রাম থেকে ঘাতক পিতা আনোয়ার হোসেনকে গ্রেফতার করে আদালতে পাঠায়। বিজ্ঞ আদালত তাকে জেলহাজতে পাঠিয়ে দেন। 
",20/9/2020,country-news
দুই হাজার টাকা না পেয়ে কলেজছাত্রের আত্মহত্যা!,"দুই হাজার টাকা না পেয়ে বগুড়ার শেরপুরের রণবীরবালা গ্রামে পিতার ওপর অভিমান করে আকাশ হোসেন (১৭) নামে কলেজছাত্র আত্মহত্যা করেছে।



রোববার দুপুরে উপজেলার গাড়িদহ ইউনিয়নের রণবীরবালা গ্রামে গলায় ওড়না পেঁচিয়ে নিজ ঘরে সে আত্মহত্যা করে।সরেজমিন জানা যায়, ওই গ্রামের আমাদুল হোসেনের কলেজপড়ুয়া ছেলে আকাশ হোসেন তার পিতার কাছে রোববার সকাল ৯টার দিকে ২ হাজার টাকা চায়। টাকা না দেয়ায় আকাশ তার পিতার ওপর অভিমান করে আত্মহত্যা করে।এ ব্যাপারে শেরপুর থানার পরিদর্শক (তদন্ত) আবুল কালাম আজাদ বলেন, অভিযোগের পরিপ্রেক্ষিতে থানায় একটি অপমৃত্যুর মামলা হয়েছে।",20/9/2020,country-news
গাজীপুরে স্ত্রীকে শ্বাসরোধে হত্যার পর পালিয়েছে স্বামী,"গাজীপুরে স্ত্রীকে শ্বাসরোধে হত্যার পর স্বামী পালিয়ে গেছে। খবর পেয়ে পুলিশ মরদেহ উদ্ধার করে ময়নাতদন্তের জন্য গাজীপুর শহীদ তাজউদ্দীন আহমদ মেডিকেল কলেজ হাসপাতালে পাঠিয়েছে।
রোববার সকালে গাজীপুর মহানগরীর ভোগড়া বাইপাস পেয়ারাবাগান এলাকায় এ ঘটনা ঘটে। নিহতের নাম মুনশেফা আক্তার (৩০)। তিনি রংপুরের পীরগঞ্জ থানার শিবপুর এলাকার দুদু মিয়ার স্ত্রী।



নিহতের ভগ্নিপতি আশিক মিয়া জানান, স্বামী-স্ত্রী দুইজনেই ভোগড়া বাইপাস কাঁচামালের আড়তে দিনমজুরের কাজ করত। কয়েক দিন যাবৎ দুইজনের মধ্যে ঝগড়ার সৃষ্টি হয়। এরই ধারাবাহিকতায় শুক্রবার সন্ধ্যায় মাগরিবের নামাজ পড়ার জন্য ওজু করতে যায় মুনশেফা। ওজু করতে দেরি হওয়ায় স্বামী-স্ত্রীর মধ্যে ফের ঝগড়া শুরু হয়।বিষয়টি রাতেই পারিবারিকভাবে মীমাংসা করা হয়। রাতে তারা ঘরে ঘুমিয়ে পড়ে। পরে রাতের কোনো এক সময় স্ত্রী মুনশেফাকে হত্যার পর স্বামী দুদু মিয়া পালিয়ে যায়। রোববার সকালে ঘর থেকে দুর্গন্ধ বের হলে স্থানীয়রা পুলিশে খবর দেন। পুলিশ ঘটনাস্থলে গিয়ে নিহতের মরদেহ উদ্ধার করে মর্গে পাঠায়।বাসন থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মো. রফিকুল ইসলাম চৌধুরী জানান, নিহতের গলায় কাটা দাগ রয়েছে। প্রাথমিকভাবে ধারণা করা হচ্ছে স্ত্রীকে শ্বাসরোধে হত্যার পর স্বামী পালিয়ে গেছে। এ ব্যাপারে আইনগত ব্যবস্থা প্রক্রিয়াধীন।
",20/9/2020,country-news
এশার নামাজ শেষে ইমামকে কুপিয়ে হত্যা,"ময়মনসিংহের গফরগাঁও উপজেলার পাগলা থানায় এশার নামাজ শেষে বাড়ি ফেরার পথে মসজিদের ইমাম হাফেজ মাওলানা আজিম উদ্দিনকে (৫২) কুপিয়ে হত্যা করেছে সন্ত্রাসীরা। শনিবার রাত সাড়ে ৮টার দিকে সাধুয়া-বেলদিয়া সড়কে বাঁশের সাঁকোর পাশে এ ঘটনা।



হত্যার ঘটনায় নিহতের স্ত্রী বিলকিস খাতুন বাদী হয়ে রোববার তিনজনকে আসামি করে একটি হত্যা মামলা দায়ের করেছেন।পুলিশ ও এলাকাবাসী সূত্রে জানা যায়, উপজেলার নিগুয়ারী ইউনিয়নের সাধুয়া জামে মসজিদের ইমাম হাফেজ মাওলানা মো. আজিম উদ্দিনের সঙ্গে দীর্ঘদিন যাবত জমি নিয়ে বিরোধ চলে আসছিল একই গ্রামের মকবুল ও তাইজুদ্দিনের।
এর জের ধরে শনিবার রাতে সাধুয়া জামে মসজিদে এশার শেষ করে বাড়ি ফেরার পথে সাধুয়া-বেলদিয়া সড়কে বাঁশের সাকোর পাশে মাওলানা মো. আজিম উদ্দিনকে কুপিয়ে জখম করে মকবুল ও তার লোকজন।এ সময় মাওলানা মো. আজিম উদ্দিনের চিৎকারে স্থানীয় লোকজন এগিয়ে এলে দুর্বৃত্তরা পালিয়ে যায়। অতিরিক্ত রক্তক্ষরণে ঘটনাস্থলেই তিনি মারা যান।নিহতের স্ত্রী বিলকিস খাতুন জানান, জমি সংক্রান্ত বিরোধের কারণে প্রায়ই মকবুল ও তাউজুদ্দিন আমার স্বামীকে বিভিন্নভাবে হুমকি দিত। জমির জন্য আমার স্বামীকে তারা কুপিয়ে হত্যা করেছে। আমি এ হত্যার সুষ্ঠু বিচার চাই।পাগলা থানার ওসি শাহিনুজ্জামান খান জানান, হত্যার ঘটনার সঙ্গে জড়িত মকবুল হোসেন ও তাইজুদ্দিন নামে দুই ব্যক্তিকে গ্রেফতার করা হয়েছে।",20/9/2020,country-news
টর্নেডোয় চরফ্যাশনে শতাধিক ঘর বিধস্ত,"ভোলার চরফ্যাশনের আসলামপুর ইউনিয়নে রোববার ভোরে আকস্মিক টর্নেডোর আঘাতে শতাধিক ঘর, দোকানপাট ও ব্যবসা প্রতিষ্ঠান বিধস্ত হয়েছে। ঘরচাপা পড়ে আহত হয়েছেন অন্তত ৩০ জন। আহতদের স্থানীয়ভাবে চিকিৎসা দেয়া হয়েছে।




উপজেলা নির্বাহী অফিসার মো. রুহুল আমিন জানান, আসলামপুর ৮নং ওয়ার্ডে বেশকিছু ঘর বিধস্ত হয়েছে। তিনি এলাকা পরির্দশন করেছেন। স্থানীয় ইউপি চেয়ারম্যান মো. সিরাজুল ইসলাম জানান, ১০-১৫ মিনিটের টর্নেডোর আঘাতে কয়েকটি এলাকা লণ্ডভণ্ড হয়ে যায়। বদ্দরহাট, উপাপোল, মাজেদের দোকান, ভুলাইমোড় এলাকায় আঘাত হানে টর্নেডো। ক্ষতিগ্রস্তের মধ্যে দুটি আটোরিকশা, ৩০টি বসতঘর, ৫টি ব্যবসা প্রতিষ্ঠান রয়েছে। উপজেলা নির্বাহী অফিসার জানান, ৬০টি বসত ঘর বিধস্ত হয়েছে বলে প্রাথমিকভাবে জানা গেছে।
",20/9/2020,country-news
৯৯৯ নম্বরে ফোন দিয়ে ‘গণপিটুনি’ থেকে রক্ষা পেল চোর,"ফেনীর দাগনভূঞায় ৯৯৯ নম্বরে ফোন দিয়ে গণপিটুনি থেকে রক্ষা পেলেন এক চোর। তার নাম মো. শরীফ (৩৫)। শুক্রবার রাতে উপজেলার বারাহীগুণী গ্রামের চিশতীয়া দরবার শরীফে এ ঘটনা ঘটে।



মো. শরীফ পরশুরাম উপজেলার জঙ্গলঘোনা গ্রামের মজুমদার বাড়ির আমির হোসেনের ছেলে।পুলিশ ও স্থানীয় সূত্রে জানা গেছে, শুক্রবার রাতে শরীফ উপজেলার জায়লস্কর ইউনিয়নের বারাহীগুণী গ্রামের চিশতীয়া দরবার শরীফের ভেতরে প্রবেশ করে। এ সময় সিসি ক্যামেরায় বিষয়টি দেখে ফেলেন দরবার শরীফের তদারককারী মো. ফরহাদ। তিনি মোবাইলে স্থানীয়দের বিষয়টি জানান। এরপর স্থানীয় লোকজন এসে দরবার শরীফ ঘেরাও করেন।বিপদ আঁচ করতে পেরে শরীফ ৯৯৯ নম্বরে ফোন দিয়ে পুলিশি সহায়তা চান। খবর পেয়ে পুলিশ ঘটনাস্থলে পৌঁছে দরবার শরীফ থেকে তাকে আটক করে।থানার ওসি মো. আসলাম সিকদার ঘটনার সত্যতা নিশ্চিত করে জানান, রাতে চিশতীয়া দরবার শরীফে চুরি করতে গিয়ে ধরা পড়ে শরীফ। এ সময় সে গণপিটুনির ভয়ে ৯৯৯ নম্বরে ফোন দিয়ে পুলিশি সহায়তা চেয়ে রক্ষা পায়। এ ঘটনায় দরবার শরীফের তদারককারী মো. ফরহাদ বাদী হয়ে শরীফকে আসামি করে থানায় মামলা করেছেন।",20/9/2020,country-news
