"সাভারে বিয়ের প্রলোভনে তরুণীকে ধর্ষণ, গ্রেফতার ৬","ঢাকার সাভারে এক তরুণীকে বিয়ের প্রলোভনে ডেকে নিয়ে ধর্ষণের অভিযোগ উঠেছে তার প্রেমিকের বিরুদ্ধে।



রোববার রাতে সাভারের হেমায়েতপুর নতুনপাড়া এলাকায় একটি নির্মাণাধীন ভবনে ধর্ষণের ঘটনা ঘটে। এ ঘটনায় পুলিশ প্রেমিক সাকিবুর রহমান রিফাতসহ ছয় সহযোগীকে গ্রেফতার করেছে।

গ্রেফতারকৃতরা হল ফরিদপুর জেলার ভাঙ্গা থানার বিষ্ণুপুর গ্রামের মতিউর রহমানের ছেলে সাকিবুর রহমান রিফাত, চাঁপাইনববাগঞ্জের গোমস্তাপুর থানার মিনি বাজার গ্রামের মমিন মিয়ার ছেলে বাবু, একই থানার বমপুর গ্রামের তহুরুল ইসলামের ছেলে ইউসুফ আলী, একই জেলার ভোলাহাট থানার পীরগাছি বাজার এলাকার মহিবুল হকের ছেলে সোহেল রানা, একই থানার বারইপাড়া গ্রামের মজিবুর রহমানের ছেলে মাইনুল ইসলাম ও সদর থানার নামোরাই হাজিপাড়া গ্রামের নুরুল হুদার ছেলে মোকারম মিয়া।",22/9/2020,country-news
কালীগঞ্জে নির্মাণ শেষ হওয়ার আগেই উঠে যাচ্ছে সড়কের পিচ,"ঝিনাইদহের কালীগঞ্জ-ডাকবাংলা সড়কের নির্মাণ কাজ শেষ হওয়ার আগেই পিচ উঠে যাচ্ছে। ২২ কিলোমিটার রাস্তার মাত্র তিন কিলোমিটার শেষ হওয়ার পর বিভিন্ন স্থানে পিচ উঠে যাওয়াসহ ফাটল দেখা দিয়েছে।



জানা গেছে, এ রাস্তা পাকাকরণের কাজ পান খুলনার মুজাহার এন্টারপ্রাইজ নামের একটি ঠিকাদারি প্রতিষ্ঠান। পরে হাত বদল হয়ে কাজটি করছেন ঝিনাইদহের ঠিকাদার মিজানুর রহমান মাসুম মিয়া। রাস্তাটির ব্যয় ধরা হয়েছে ১৯ কোটি টাকা।টেন্ডার শেষে কাজ শুরু হয় তিন বছর আগে। রাস্তা খোঁড়া এবং ইট বালুর কাজ শেষ হয়েছে ছয় মাস আগে। সম্প্রতি শুরু করেছে কার্পেটিংয়ের কাজ।এরই মধ্যে সড়কের শ্রীরামপুর এলাকার প্রায় এক কিলোমিটার অংশে রাস্তার পিচ ঢালাই উঠে গেছে। কোথাও বড় বড় ফাটলের সৃষ্টি হয়েছে। সড়কটির কাজ দেখভালের দায়িত্বে থাকা প্রকৌশলী আনোয়ার হোসেন জানান, নিুমানের নির্মাণ সামগ্রী ব্যবহারের কারণে এমনটি হয়েছে।ঠিকাদার মিজানুর রহমান মাসুম মিয়া বলেন, রাস্তার কাজে নিুমানের সামগ্রী ব্যবহার হচ্ছে না।তার দাবি, যেখানে রাস্তার পিচ উঠে যাচ্ছে, সেখানে টিউবওয়েলের পানি যায়। যে কারণে এমন হয়েছে। ক্ষতিগ্রস্ত এলাকার রাস্তা পুনরায় করা হবে বলে তিনি জানান।",22/9/2020,country-news
পরিপত্রের দোহাইয়ে ভর্তিতে আদায় ১৫ লাখ টাকা,"বাকেরগঞ্জ সরকারি কলেজের একাদশ শ্রেণিতে ভর্তিতে পরিপত্রের দোহাই দিয়ে শিক্ষার্থীদের কাছ থেকে প্রায় ১৫ লাখ টাকা নেয়ার অভিযোগ উঠছে কলেজ কর্তৃপক্ষে বিরুদ্ধে।



জানা গেছে, গত ১৩ অক্টোবর থেকে একাদশ শ্রেণির ভর্তি কার্যক্রম শুরু হয়। জনতা ব্যাংক বাকেরগঞ্জ শাখায় কলেজের ব্যাংক অ্যাকাউন্টে কলেজের স্লিপে বিজ্ঞান বিভাগে ২ হাজার ৪৯৫ টাকা, বাণিজ্যিক ও মানবিক বিভাগে ২ হাজার ৪৪৫ টাকা করে জমা নেয়া হচ্ছে। এ পর্যন্ত সাড়ে প্রায় ৫০০ শিক্ষার্থী ভর্তি নেয়া হয়েছে।বাংলাদেশ আন্তঃশিক্ষা বোর্ড সমন্বয় সাব-কমিটি ২০২০-২১ একাদশ শ্রেণির ভর্তির নীতিমালা অনুযায়ী ভর্তি ফি নিতে হবে। এক্ষেত্রে উপজেলা শহরের বেসকারি কলেজে এক হাজার টাকা নেয়ার বিধান রয়েছে।এ বিষয়ে জানতে চাইলে বরিশাল শিক্ষা বোর্ডের এক জ্যেষ্ঠ কর্মকর্তা যুগান্তরকে জানান, ‘মূলত বেসরকারি কলেজের লাগাম টানতে এ নীতিমালা করা হয়েছে।ইতিপূর্বে বেশকিছু বেসরকারি কলেজের বিরুদ্ধে ভর্তির সময় অতিরিক্ত টাকার নেয়ার অভিযোগ আছে। যার ফলে বাংলাদেশ আন্তঃশিক্ষা বোর্ড সমন্বয় সাব-কমিটি প্রতি বছর একটি নিতিমালা করে দেন।তবে সরকারি কলেজে বেসরকারি কলেজের চেয়ে বেশি নেয়ার সুযোগ নেই।’ তবে কলেজ কর্তৃপক্ষের ভাষ্য, সরকারি পরিপত্রে যা আছে সে অনুযায়ী টাকা নেয়া হচ্ছে।কিন্তু কলেজ কর্তৃপক্ষ পরিপত্রের দোহাই দিয়ে যে ২৬টি খাতে টাকা নিচ্ছে তা কলেজ বন্ধ থাকায় বেশিরভাগই অর্থহীন বলে মনে করেন অভিভাবক মহল।ওই খাতগুলোর মধ্যে রয়েছে- জুলাই ২০১৯ থেকে জুন ২০২০ গ্রন্থাগার ফি, বিজ্ঞানাগার ফি, অর্ধবার্ষিক ও বার্ষিক পরীক্ষার ফি, উন্নয়ন ফি, আইসিটি ফি, চিকিৎসাসেবা তহবিল, সাহিত্য ও সাংস্কৃতিক ফি।শিক্ষার্থী ও অভিভাবকরা বলছেন, করোনাকালীন কলেজ বন্ধ থাকার পরও একইভাবে ২৬টি খাতে টাকা নেয়ার কোনো যুক্তি নেই। কলেজ বন্ধ থাকার কারণে এর মধ্যে কিছু খাত আছে যা একেবারেই অহেতুক।এ ব্যাপারে কলেজের অধ্যক্ষ মো. জসিম উদ্দিন বলেন, ‘পরিপত্র অনুযায়ী টাকা নেয়া হচ্ছে। এখানে অতিরিক্ত কোনো টাকা নেয়ার সুযোগ নেই। প্রয়োজন হলে কলেজে এসে পরিপত্র দেখে যেতে পারেন।’",22/9/2020,country-news
‘ঘুষের রাজ্য’ সাবরেজিস্ট্রি অফিস,"করোনাকালে ‘ঘুষের রাজ্যে’ পরিণত হয়েছে তানোর উপজেলা সাবরেজিস্ট্রি অফিস। আর বড় বৈষম্য সাধারণ দলিল লেখকদের সঙ্গে সমিতির প্রভাবশালী নেতাদের।



এছাড়া রেজিস্ট্রি দলিল পেতে ও নকল দলিলে মোহরারদের ঘুষ আদায় বেপরোয়া। এসব অনিয়ম-দুর্নীতিতে অসহায় সাধারণ দলিল লেখক ও সেবাপ্রার্থীরা।এখানে ঘুষ ছাড়া সরকারি নিয়মে কোনো কাজ হয় না। সরকারি ফির বাইরে প্রায় তিনগুণ টাকা ঘুষ দিতে হয় সেবাপ্রার্থীদের। সর্বশেষ সরকারি প্রজ্ঞাপনে বলা হয়েছে, নকল সরবরাহে সরকারি ফি ৩০০ শব্দবিশিষ্ট এক পৃষ্ঠা ১৬ টাকা।তবে চার পৃষ্ঠার অধিক হলে প্রতি পৃষ্ঠার জন্য ১৫ টাকা হারে অতিরিক্ত ফি দিতে হবে। সে মতে ১০ পৃষ্ঠার নকল দলিলে ৪৫০ টাকার বিপরীতে সেবাগ্রহীতাদের গুনতে হয় ১২০০ থেকে দেড় হাজার টাকার ওপরে।আর সরকারি ফির বাইরে পুরোটাই যায় সাবরেজিস্ট্রার ও মোহরার পকেটে। ওই অফিসে এমন ঘুষ ও দুর্নীতির বিরুদ্ধে অভিযোগ করেছেন তানোর উপজেলার বিভিন্ন এলাকার বেশ কয়েকজন ভুক্তভোগী।অভিযোগে সাবরেজিস্ট্রি অফিস কার্যালয়ের নৈশপ্রহরী মোজাফফর হোসেনসহ মোহরার সাইফুল ইসলাম ও বেলাল হোসেনের দুর্নীতির কথাও উল্লেখ করা হয়েছে। বিশেষ করে মোজাফ্ফর হোসেন স্থানীয় দাপটে আবারও এমন দুর্নীতি শুরু করেছেন।নিয়ম মতে দলিল রেজিস্ট্রির পর দায়িত্বের জায়গা থেকে দলিল লেখক রসিদ সংগ্রহ করে থাকেন। মেয়াদ শেষে দলিল সংগ্রহ করে ক্রেতাকে পৌঁছে দেন।কিন্তু সম্প্রতি বিভিন্ন ফির নামে সাধারণ দলিল লেখককে রেজিস্ট্রিকৃত দলিলের রসিদ ও দলিল পেতে হয়রানি করা হচ্ছে। পরে দাবিকৃত ঘুষ দেয়া হলে দলিল ও রসিদ দেয়া হয়।মূলত অফিসের মোহরাররা এ দুর্নীতির কাজে সম্পৃক্ত। অভিযোগে জানা গেছে, মুসলিম সম্প্রদায়ের হেবা ঘোষণা দলিলের মূল্য যতই হোক না কেন, সরকারি ফি সর্বোচ্চ ৬৫০ টাকা।কিন্তু এক্ষেত্রে এক শতক থেকে ১০ শতক পর্যন্ত সাড়ে চার হাজার টাকা সমিতির সেরেস্তা বাবদ ঘুষ দিতে হচ্ছে সেবাগ্রহীতাদের। আর জমির পরিমাণ এক একর পর্যন্ত রেজিস্ট্রি হলে সমিতিসহ অন্য ফি বাবদ ১৬ হাজার টাকা আদায় করে থাকেন বর্তমান সমিতির প্রভাবশালী আহ্বায়ক ও বিএনপি নেতা ফাইজুল মুহুরী।তবে এর ঊর্ধ্বে মূল্য হলে প্রতি শতকে ২০০ টাকা হারে বেশি নেয়া হয়। ভুক্তভোগী অনেক ক্রেতা-বিক্রেতা অভিযোগে জানান, সাফ কবলা বা এককালীন দানপত্র দলিলের মূল্য এক হাজার থেকে এক লাখ টাকা পর্যন্ত হলে আনুপাতিক হারে ঘুষ দিতে হয়।সরকারি ফির বাইরে সমিতি বাবদ লাখে পাঁচ হাজার টাকা ঘুষ দিতে হচ্ছে। আর যদি দলিলের মূল্য এক লাখ টাকা বা তার অধিক হয় তাহলে প্রতি লাখে আনুপাতিক হারে বেশি দিতে হয়।দলিলের মূল্য এক হাজার ধরে সরকার নির্ধারিত রেজিস্ট্রেশন ফি শতকরা ২০ টাকা, স্থানীয় কর ৩০ টাকা ও স্ট্যাম্প শুল্ক ১৫ টাকা। এছাড়া উৎসে কর, ভ্যাট ইত্যাদি পরিশোধ করতে হয়।আগে রেজিস্ট্রেশন ফি ছিল দলিলে উল্লিখিত সম্পত্তির মূল্যের শতকরা ২% টাকা। সরকার এ ফি কমিয়ে বর্তমানে ১% টাকা করেছে, যা গত ৫ জুলাই থেকে কার্যকর হয়।সেই সঙ্গে ব্যাংক চালান সংযুক্ত ২৬০ টাকা। তবে দলিল প্রতি নগদ ২৪০ টাকা নেয়ার নিয়ম রয়েছে। এক্ষেত্রে এসব সরকারি নিয়মের তোয়াক্কা না করে দাখিলা (সাবরেজিস্ট্রি) নামে কবলা ও এককালীন দানপত্র দলিল প্রতি ৯০০ ও হেবা ঘোষণা দলিল প্রতি ১৭শ’ টাকা ঘুষ আদায় করা হয়।এছাড়া দলিলে স্বাক্ষর ও টিপসহি নেয়ার সময় কৌশলে দলিল প্রতি ৫০ থেকে ৮০ টাকা ঘুষ আদায় করেন অফিসের নৈশপ্রহরী মোজাফ্ফর হোসেন।এ ব্যাপারে তানোর সাবরেজিস্ট্রি অফিসে নৈশপ্রহরী মোজাফ্ফর হোসেন, মোহরার সাইফুল ও বেলাল হোসেন বলেন, শুধু এ অফিস নয় সব অফিস একই নিয়মে চলে।এ ব্যাপারটি ডিআর নয়, আইজিআরসহ মন্ত্রণালয়ও অবগত। আপনি দু’কলম লিখে লাভ নেই বলে দম্ভোক্তি করেন মোজাফ্ফর ও সাইফুল।তানোর সাবরেজিস্ট্রি অফিসের দলিল লেখক সমিতির আহ্বায়ক ফাইজুল মুহুরী বলেন, সরকারি ফি ছাড়া সামান্য টাকা সমিতির নামে আদায় করা হয়। কিন্তু ওই টাকা দলিল লেখকের কোয়ালিটি বুঝে শেয়ার হয়। এতে কারও ক্ষেত্রে বৈষম্য হলে কিছু করার নেই।সাবরেজিস্ট্রার মমতাজ বেগম বলেন, এসব অনিয়মের ব্যাপারে তিনি অবগত নন। সম্প্রতি তিনি এখানে যোগদান করেছেন। তবে এ ব্যাপারে লিখিত নয়, মৌখিকভাবে তাকে অবগত করা হয়েছে। তারপরও বিষয়টি তদন্ত করে প্রয়োজনীয় ব্যবস্থা গ্রহণ করা হবে।",22/9/2020,country-news
টাঙ্গাইলে এমপি তানভীর হাসান করোনায় আক্রান্ত,"টাঙ্গাইল-২ (গোপালপুর-ভূঞাপুর) আসনের সংসদ সদস্য তানভীর হাসান ছোট মনির করোনাভাইরাসে আক্রান্ত হয়েছেন। সোমবার ছোট মনিরসহ ১৭ জন নতুন করে করোনাভাইরাসে আক্রান্ত হন।



এর আগে টাঙ্গাইল-৮ (বাসাইল-সখীপুর) আসনের সংসদ সদস্য ও জেলা আওয়ামী লীগের সাধারণ সম্পাদক জোয়াহেরুল ইসলাম, টাঙ্গাইল-৭ (মির্জাপুর) আসনের সংসদ সদস্য একাব্বর হোসেন সপরিবারে করোনাভাইরাসে আক্রান্ত হয়েছিলেন। তারা এখন সুস্থ।এমপি ছোট মনির জানান, জ্বর অনুভব করায় নমুনা পরীক্ষা করে তিনি আক্রান্ত বলে জানতে পারেন। সোমবার বিকালে তিনি ঢাকার উদ্দেশ্যে রওনা হন। ঢাকায় বাংলাদেশ স্পেশালাইজড মেডিকেল হাসপাতালে ভর্তি হয়ে চিকিৎসা নেবেন বলে জানান।সর্বশেষ ২১ সেপ্টেম্বর পর্যন্ত জেলায় মোট আক্রান্ত রোগী তিন হাজার ১৭, এর মধ্যে দুই হাজার ৪১৪ জন সুস্থ হয়েছেন।",22/9/2020,country-news
চট্টগ্রামে দোকান কর্মচারীকে পিটিয়ে হত্যা,"নগরীর রিয়াজউদ্দিন বাজারে টাকা চুরির অভিযোগে সোমবার বিকেলে রমজান আলী রাসেল নামে এক দোকান কর্মচারীকে পিটিয়ে হত্যা করা হয়েছে। রাসেলের বাসা সদরঘাট থানার আইস ফ্যাক্টরি রোড এলাকায়। বাবার নাম আফাজ আলী। তার বাড়ি নরসিংদী জেলায়। এ ঘটনায় দোকান মালিকের ভাই আরমান হোসেন ও দোকান কর্মচারী ইউনুসকে গ্রেফতার করেছে কোতোয়ালি থানা পুলিশ। তবে দোকানের মালিক আরাফাত পালিয়ে গেছে।



পুলিশ জানায়, রিয়াজউদ্দিন বাজারের পানবাজার সংলগ্ন আরাফাত স্টোরে চাকরি করতেন রাসেল। সোমবার দোকানের পণ্যের হিসাব করা হচ্ছিল। সেখানে গুঁড়ো দুধের কার্টন কম পাওয়া যায়। দোকান মালিক আরাফাতের ধারণা দোকান কর্মচারী রমজান আলী রাসেল চুরি করে গুঁড়ো দুধ বিক্রি করে টাকা মেরে দিয়েছে। এ নিয়ে দুপুরে গুদামে সালিশ বসে। সদরঘাটের বাসা থেকে রাসেলের বাবা-মাকেও ডেকে আনা হয়। সালিশের একপর্যায়ে রাসেলকে লাঠি দিয়ে মারধর করা হয়। খবর পেয়ে পুলিশ তাকে উদ্ধার করে চট্টগ্রাম মেডিকেল কলেজ হাসপাতালে প্রেরণ করলে চিকিৎসকরা মৃত ঘোষণা করেন।কোতোয়ালি জোনের এসি নোবেল চাকমা যুগান্তরকে বলেন, দোকান কর্মচারীকে পিটিয়ে হত্যার ঘটনায় দু’জনকে গ্রেফতার করা হয়েছে। জড়িত সবাইকে গ্রেফতার করা হবে। মালিককে গ্রেফতারেও অভিযান চলমান রয়েছে। এ ঘটনায় এখনও মামলা হয়নি।",22/9/2020,country-news
বরিশালে বৃষ্টিতে জলাবদ্ধতা,"বরিশালে টানা বৃষ্টিতে ব্যাপক জলাবদ্ধতার সৃষ্টি হয়েছে। তাছাড়া বৃষ্টির কারণে ভোগান্তিতে পড়েছে সাধারণ মানুষ।



সোমবার সকাল থেকেই গুঁড়ি গুঁড়ি বৃষ্টি শুরু হয় বরিশালে। টানা বৃষ্টির কারণে নগরীর পলাশপুর, আমানতগঞ্জ, বগুড়া রোড এলাকাসহ বিভিন্ন এলাকায় বৃষ্টির পানি জমে জলাবদ্ধতা ও জনভোগান্তির সৃষ্টি হয়।বরিশাল আবহাওয়া অফিসের সিনিয়র পর্যবেক্ষক প্রণব কুমার রায় বলেন, সোমবার সন্ধ্যা ৬টা পর্যন্ত গত ২৪ ঘণ্টায় ৫৯ দশমিক ৪ মিলিমিটার বৃষ্টিপাত রেকর্ড করা হয়েছে এবং বাতাসের সর্বোচ্চ গতিবেগ ছিল ৩০ কিলোমিটার। সাগরে লঘুচাপ হওয়ায় আরও বৃষ্টিপাত হওয়ার আশঙ্কা রয়েছে বলে জানান এই কর্মকর্তা।",22/9/2020,country-news
নীলফামারী উপজেলা আ’লীগ সভাপতির ওপর হামলা,"নীলফামারী সদর উপজেলা আওয়ামী লীগ সভাপতি ও সদর উপজেলা পরিষদের সাবেক চেয়ারম্যান আবুজার রহমানের ওপর সন্ত্রাসী হামলা হয়েছে। রোববার রাতে শহরের আলমগীরের মোড় এলাকায় এ ঘটনা ঘটে। আহত আবুজার বর্তমানে নীলফামারী আধুনিক সদর হাসপাতালে চিকিৎসাধীন আছেন।



পুলিশ ও দলীয় নেতাকর্মীরা জানায়, রাত সাড়ে ৯টায় রিকশাযোগে কবরস্থান মোড় সংলগ্ন নিজ বাড়িতে ফিরছিলেন আবুজার রহমান। এ সময় পথে আলমগীরের মোড় এলাকায় সদর উপজেলা পরিষদের সাবেক ভাইস চেয়ারম্যান নাহিদুল ইসলাম নিক্সন তার ওপর অতর্কিত হামলা চালায়। স্থানীয়রা আবুজারকে নীলফামারী আধুনিক সদর হাসপাতালে ভর্তি করান। তিনি ডান হাতের কব্জি, বাম চোখ ও নাকে আঘাত পেয়েছেন। তবে বর্তমানে তিনি শঙ্কামুক্ত বলে জানিয়েছেন আধুনিক সদর হাসপাতালের মেডিকেল অফিসার ডা. অমল চন্দ্র রায়।এদিকে ঘটনার পর রাতেই হামলাকারী নিক্সনকে গ্রেফতার করেছে পুলিশ। হামলার ঘটনায় যথাযথ আইনগত ব্যবস্থা নেয়া হবে বলে জানান পুলিশ সুপার মোহাম্মদ মোখলেছুর রহমান, বিপিএম, পিপিএম।",22/9/2020,country-news
ফরিদপুরে স্ত্রী হত্যার দায়ে স্বামীর যাবজ্জীবন,"ফরিদপুরে স্ত্রী হাসি বেগমকে হত্যার দায়ে স্বামী জাহাঙ্গীর মীরের যাবজ্জীবন কারাদণ্ড হয়েছে। সোমবার সকালে ফরিদপুরের বিশেষ জজ আদালতের বিচারক মো. মতিয়ার রহমান এ আদেশ দেন। পাশাপাশি তাকে ৫০ হাজার টাকা জরিমানা করা হয়েছে। জরিমানা অনাদায়ে আরও ছয় মাস বিনাশ্রম কারাদণ্ড ভোগ করতে হবে জাহাঙ্গীরকে।



জাহাঙ্গীর ফরিদপুর সদরের বঙ্গেশ্বর্দী গ্রামের বাসিন্দা। তিনি পেশায় কাঠমিস্ত্রি ছিলেন। হাসি বেগম পাশের বোয়ালমারী উপজেলার সাতৈর গ্রামের আবু মৃধার মেয়ে।আদালতের পেশকার সাধন কুমার বালা মামলার এজাহার উল্লেখ করে জানান, ২০১৮ সালের ২০ এপ্রিল দুপুরে পারিবারিক কলহের এক পর্যায়ে স্ত্রীকে কিল-ঘুষি থাপ্পড় মারতে থাকেন জাহাঙ্গীর। এক পর্যায়ে হাসি বেগম মারা যান। তখন জাহাঙ্গীর স্ত্রীর গলায় ওড়না পেঁচিয়ে ফাঁস দিয়ে তাকে ঘরের আঁড়ার সঙ্গে ঝুলিয়ে রাখেন।এ ঘটনায় বঙ্গেশ্বর্দী গ্রামের দফাদার আয়নাল মোল্লা বাদী হয়ে ফরিদপুর কোতোয়ালি থানায় একটি মামলা করেন। ২০১৮ সালের ২৪ আগস্ট এ মামলার অভিযোগপত্র দেন তদন্ত কর্মকর্তা ফরিদপুর কোতোয়ালি থানার এসআই মো. আসলাম উদ্দিন।২০১৮ সালের ২ জুন গ্রেফতার করা হয় জাহাঙ্গীরকে। গ্রেফতারের পর থেকে তিনি জেলহাজতে ছিলেন। রায়ের সময় তাকে আদালতে হাজির করা হয়। জেলা কারাগারে নিয়ে যাওয়া হয়।",22/9/2020,country-news
মুজিববর্ষে শতভাগ বিদ্যুতায়ন নিশ্চিত করা হবে,"বিদ্যুৎ, জ্বালানি ও খনিজসম্পদ প্রতিমন্ত্রী নসরুল হামিদ বলেছেন, বর্তমান শেখ হাসিনার সরকার দেশের সব অঞ্চল ও স্থানে বিদ্যুতের সুষম উন্নয়ন ও বণ্টন নিশ্চিতে দৃঢ়প্রতিজ্ঞ। দেশে যত দ্রুত বিদ্যুতায়ন নিশ্চিত হবে, উন্নয়নও তত দ্রুত ঘটবে। মুজিববর্ষে আগামী ডিসেম্বরের মধ্যেই দেশের সব গ্রিড অঞ্চলে শতভাগ বিদ্যুতায়ন নিশ্চিত করা হবে।



প্রতিমন্ত্রী সোমবার রাজশাহীর অফগ্রিড অঞ্চল তথা পদ্মার চরাঞ্চলগুলোয় নর্দান ইলেকট্রিসিটি কোম্পানি লিমিটেডের (নেসকো) নিজস্ব অর্থায়নে হোম সোলার সিস্টেম স্থাপন কার্যক্রমের উদ্বোধনকালে ঢাকা থেকে অনলাইনে যুক্ত হয়ে প্রধান অতিথির বক্তব্যে এ কথা বলেন। রাজশাহীতে অনুষ্ঠানের আয়োজন করা হয়।প্রতিমন্ত্রী আরও বলেন, প্রধানমন্ত্রী শেখ হাসিনার নির্দেশনায় বাংলাদেশের ঘরে ঘরে বিদ্যুৎ পৌঁছে দেয়ার কাজ চলমান রয়েছে। স্মার্ট মিটার, স্মার্ট গ্রিড, স্ক্যাডা, ইআরপি, আধুনিক ট্রান্সফরমার সিস্টেম, ভূগর্ভস্থ ক্যাবল সিস্টেম প্রভৃতি স্থাপনের মাধ্যমে দেশের প্রতি কোণে বিদ্যুৎ পরিষেবা পৌঁছে দেয়ার কাজ চলছে। এতে প্রতিদিন বিদ্যুৎ সেবার আওতা বাড়ছে। দুর্গম অঞ্চলের মানুষও বিদ্যুৎ সেবা পাচ্ছেন। হোম সোলার সিস্টেম ব্যবহারে বাংলাদেশ বিশ্বে প্রথম স্থান অধিকার করেছে। রাজশাহীর চরাঞ্চল, দুর্গম এলাকায় সোলার হোম সিস্টেমের মাধ্যমে বিদ্যুৎ সেবা ইতোমধ্যে পৌঁছে গেছে।নেসকোর পরিচালনা পর্ষদের চেয়ারম্যান একেএম হুমায়ুন কবীরের সভাপতিত্বে উদ্বোধনী অনুষ্ঠানে অন্যদের মধ্যে বক্তব্য দেন রাজশাহী-৩ এর সংসদ সদস্য আয়েন উদ্দিন, বিদ্যুৎ সচিব ড. সুলতান আহমেদ, নেসকোর ব্যবস্থাপনা পরিচালক জাকিউল ইসলামসহ নেসকোর বিভিন্ন স্তরের কর্মকর্তা ও এলাকার জনপ্রতিনিধিরা।",22/9/2020,country-news
